date,return
2024-05-03,0.005024559181698751
2024-05-06,0.002738363091668583
2024-05-07,3.9761508124014355e-05
2024-05-08,-0.00014760449668849152
2024-05-09,0.0005453380344809244
2024-05-10,0.0005895509551874234
2024-05-13,0.0005768450377352519
2024-05-14,0.0016080809404573904
2024-05-15,0.003907530832267969
2024-05-16,-0.0005078326182599013
2024-05-17,-0.00012165570666231029
2024-05-20,0.0017431677770911036
2024-05-21,0.0004891069441881335
2024-05-22,-4.936577013414656e-05
2024-05-23,-0.0011246062581861949
2024-05-24,0.002364088163974931
2024-05-28,0.0009444217153292134
2024-05-29,-0.000375
2024-05-30,-0.0
2024-05-31,-0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,-0.0
2024-06-07,-0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-20,-0.0
2024-06-21,-0.0
2024-06-24,-0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,-0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-05,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,-0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,-0.0
2024-07-18,-0.0
2024-07-19,-0.0
2024-07-22,0.0
2024-07-23,-0.0
2024-07-24,-0.0
2024-07-25,-0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,-0.0
2024-07-31,0.0
2024-08-01,-0.0
2024-08-02,-0.0
2024-08-05,-0.0
2024-08-06,0.0
2024-08-07,-0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-19,0.0
2024-08-20,-0.0
2024-08-21,0.0
2024-08-22,-0.0
2024-08-23,0.0
2024-08-26,-0.0
2024-08-27,0.0
2024-08-28,-0.0
2024-08-29,-0.0
2024-08-30,0.0
2024-09-03,-0.0
2024-09-04,-0.0
2024-09-05,0.0
2024-09-06,-0.0
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-16,-0.0
2024-09-17,0.0
2024-09-18,-0.0
2024-09-19,0.0
2024-09-20,-0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,-0.0
2024-09-30,0.0
2024-10-01,-0.0
2024-10-02,0.0
2024-10-03,-0.0
2024-10-04,0.0
2024-10-07,-0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,-0.0
2024-10-11,0.0
2024-10-14,0.0
2024-10-15,-0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,-0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,-0.0
2024-10-31,-0.0
2024-11-01,0.0
2024-11-04,-0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-11,-0.0
2024-11-12,-0.0
2024-11-13,-0.0
2024-11-14,-0.0
2024-11-15,-0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,-0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,-0.0
2024-11-29,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,-0.0
2024-12-06,0.0
2024-12-09,-0.0
2024-12-10,-0.0
2024-12-11,0.0
2024-12-12,-0.0
2024-12-13,0.0
2024-12-16,0.0
2024-12-17,-0.0
2024-12-18,-0.0
2024-12-19,-0.0
2024-12-20,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-26,-0.0
2024-12-27,-0.0
2024-12-30,-0.0
2024-12-31,-0.0
2025-01-02,-0.0
2025-01-03,0.0
2025-01-06,0.0
2025-01-07,-0.0
2025-01-08,0.0
2025-01-10,-0.0
2025-01-13,-0.0
2025-01-14,-0.0
2025-01-15,0.0
2025-01-16,-0.0
2025-01-17,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,-0.0
2025-01-27,-0.0
2025-01-28,0.0
2025-01-29,-0.0
2025-01-30,0.0
2025-01-31,-0.0
2025-02-03,-0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,-0.0
2025-02-10,0.0
2025-02-11,-0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,-0.0
2025-02-21,-0.0
2025-02-24,-0.0
2025-02-25,-0.0
2025-02-26,0.0
2025-02-27,-0.0
2025-02-28,0.0
2025-03-03,-0.0
2025-03-04,-0.0
2025-03-05,0.0
2025-03-06,-0.0
2025-03-07,0.0
2025-03-10,-0.0
2025-03-11,-0.0009726054678128173
2025-03-12,0.0028201778815989953
2025-03-13,-0.004497596702575768
2025-03-14,0.006042591431139888
2025-03-17,0.0016209335487591403
2025-03-18,-0.00426185212243857
2025-03-19,0.0033453587431583887
2025-03-20,-0.0008474009000625782
2025-03-21,0.000824189799824071
2025-03-24,0.005486092151207211
2025-03-25,0.0014266310553494033
2025-03-26,-0.004600168058747273
2025-03-27,-0.0014244821041671796
2025-03-28,-0.006581954942428386
2025-03-31,-1.067073839350341e-05
2025-04-01,0.002015268056134667
2025-04-02,0.0018246159313433652
2025-04-03,-0.013383382723160558
2025-04-04,-0.015527240232755424
2025-04-07,0.0006033104395185562
2025-04-08,-0.004502106593607558
2025-04-09,0.030007667739550103
2025-04-10,-0.010633052887655897
2025-04-11,0.004605813228325484
2025-04-14,0.0016945419026404007
2025-04-15,0.0002786852364667358
2025-04-16,-0.007538393518643577
2025-04-17,-4.501040716639593e-05
2025-04-21,-0.0061866841841964615
2025-04-22,0.00656300861097292
2025-04-23,0.005669555218860534
2025-04-24,0.007034291688680472
2025-04-25,0.002786967441265331
2025-04-28,-7.936875545569433e-05
2025-04-29,0.0016511409531174137
2025-04-30,-3.156858284306119e-05
2025-05-01,0.0032651783353029873
2025-05-02,0.0037109760137623016
2025-05-05,-0.001483123401205072
2025-05-06,-0.0023254207379231895
2025-05-07,0.0009814674133497014
2025-05-08,0.0025812438842585106
2025-05-09,-0.00016385601342611134
2025-05-12,0.010185065303547458
2025-05-13,0.003810172311519755
2025-05-14,0.0014983019958544896
2025-05-15,-0.000375
2025-05-16,0.0
2025-05-19,0.0
2025-05-20,-0.0
2025-05-21,-0.0
2025-05-22,0.0
2025-05-23,-0.0
2025-05-27,0.0
2025-05-28,-0.0
2025-05-29,0.0
2025-05-30,-0.0
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,-0.0
2025-06-06,0.0
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,-0.0
2025-06-12,0.0
2025-06-13,-0.0
2025-06-16,0.0
2025-06-17,-0.0
2025-06-18,-0.0
2025-06-20,-0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-30,0.0
2025-07-01,-0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-07,-0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,-0.0
2025-07-11,-0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,-0.0
2025-07-21,0.0
2025-07-22,-0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-28,0.0
2025-07-29,-0.0
2025-07-30,0.0
2025-07-31,-0.0
2025-08-01,-0.0
2025-08-04,0.0
2025-08-05,-0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-11,-0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,-0.0
2025-08-15,-0.0
2025-08-18,-0.0
2025-08-19,-0.0
2025-08-20,-0.0
2025-08-21,-0.0
2025-08-22,0.0
2025-08-25,-0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,-0.0
2025-09-02,-0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-15,0.0
2025-09-16,-0.0
2025-09-17,-0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-22,0.0
2025-09-23,-0.0
2025-09-24,-0.0
2025-09-25,-0.0
2025-09-26,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,-0.0
2025-10-06,0.0
2025-10-07,-0.0
2025-10-08,0.0
2025-10-09,-0.0
2025-10-10,-0.0
2025-10-13,0.0
2025-10-14,-0.0
2025-10-15,0.0
2025-10-16,-0.0
2025-10-17,0.0
2025-10-20,0.0
2025-10-21,-0.0
2025-10-22,-0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,-0.0
2025-10-31,0.0
2025-11-03,0.0
2025-11-04,-0.0
2025-11-05,0.0
2025-11-06,-0.0
2025-11-07,-0.0
2025-11-10,0.0
2025-11-11,-0.0
2025-11-12,-0.0
2025-11-13,-0.0
2025-11-14,0.0
2025-11-17,-0.0
2025-11-18,-0.0
2025-11-19,0.0
2025-11-20,-0.0
2025-11-21,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-28,0.0
2025-12-01,-0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,-0.0
2025-12-05,0.0
2025-12-08,-0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,-0.0
2025-12-12,-0.0
2025-12-15,-0.0
2025-12-16,0.0
2025-12-17,-0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-26,-0.0
2025-12-29,-0.0
2025-12-30,-0.0
2025-12-31,-0.0
2026-01-02,-0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,-0.0
2026-01-09,0.0
2026-01-12,0.0
2026-01-13,-0.0
2026-01-14,-0.0
2026-01-15,0.0
2026-01-16,-0.0
2026-01-20,-0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,-0.0
2026-01-30,-0.0
2026-02-02,0.0
2026-02-03,-0.0
2026-02-04,-0.0
2026-02-05,-0.0
2026-02-06,0.0
2026-02-09,0.0
2026-02-10,-0.0
2026-02-11,0.0
2026-02-12,-0.0
2026-02-13,0.0
2026-02-17,-0.0
2026-02-18,0.0
2026-02-19,-0.0
2026-02-20,0.0
2026-02-23,-0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,-0.0
2026-02-27,-0.0
2026-03-02,0.0
2026-03-03,-0.0
2026-03-04,0.0
2026-03-05,-0.0
2026-03-06,-0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,-0.0
2026-03-12,-0.0
2026-03-13,-0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,-0.0
2026-03-19,-0.0
2026-03-20,-0.0
2026-03-23,0.0
2026-03-24,-0.0
2026-03-25,0.0
2026-03-26,-0.0
2026-03-27,-0.0
2026-03-30,-0.0
2026-03-31,0.008088476183560192
2026-04-01,0.003088299808514272
2026-04-02,0.00028665689410223294
2026-04-06,0.0015043413836796637
2026-04-07,3.8234316921736955e-05
2026-04-08,0.007433010899240533
2026-04-09,0.001691176515064896
2026-04-10,0.0003605410930228037
2026-04-13,0.002585623062838771
2026-04-14,0.00453924471512579
2026-04-15,0.003499867219768582
2026-04-16,-0.000375
2026-04-17,0.0
2026-04-20,-0.0
2026-04-21,-0.0
2026-04-22,0.0
2026-04-23,-0.0
2026-04-24,0.0
2026-04-27,0.0
2026-04-28,-0.0
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-04,-0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,-0.0
2026-05-08,0.0
2026-05-11,0.0
2026-05-12,-0.0
2026-05-13,0.0
2026-05-14,0.0
2026-05-15,-0.0
2026-05-18,-0.0
2026-05-19,-0.0
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-26,0.0
2026-05-27,-0.0
2026-05-28,0.0
2026-05-29,0.0
2026-06-01,0.0
2026-06-02,0.0
2026-06-03,-0.0
2026-06-04,-0.0
2026-06-05,-0.0
2026-06-08,0.0
2026-06-09,-0.0
2026-06-10,-0.0
2026-06-11,0.0
2026-06-12,0.0
2026-06-15,0.0
2026-06-16,-0.0
2026-06-17,-0.0
2026-06-18,0.0
2026-06-22,-0.0
2026-06-23,-0.0
2026-06-24,-0.0
2026-06-25,0.0
2026-06-26,-0.0
2026-06-29,0.0
2026-06-30,0.0
2026-07-01,-0.0
2026-07-02,-0.0
2026-07-06,0.0
2026-07-07,-0.0
2026-07-08,0.0
2026-07-09,0.0
